CompleteStoreName,FoodType,AverageRating,Reviewers,City
Fork and Spoon Coffee,dessert,4.9,242,singapore
Loy Kee Best Chicken Rice,chicken rice,4.9,1032,singapore
Fu BBQ Seafood,seafood,4.9,645,singapore
Wok Palace,singaporean,4.3,46,singapore
Su Shi Yuan Vegetarian,noodles,4.9,621,singapore
Gado & Grill,indonesian,5,4075,singapore
188 Cafe,singaporean,4.9,104,singapore
JWS Grille Factory,western,5,3326,singapore
Ah Fang Yu Tang Ban Mian,noodles,4.9,598,singapore
Desserts,dessert,4.9,117,singapore
Tim Fook Mei,chinese,4.8,3023,singapore
Meat n' Chill,western,4.8,93,singapore
Zheng Zong Chuan Wei Mala Hotpot,chinese,4.7,1065,singapore
BM Lanzhou Halal Ramen,noodles,5,859,singapore
Golden Ocean Korean Seafood & BBQ Restaurant,korean,4.2,278,singapore
Knead To Eat,sandwiches,5,567,singapore
Japanese & Korean Cuisine,japanese,4.9,512,singapore
Teik Kee Chicken Rice,chicken rice,5,2497,singapore
Haji S,indian,5,4767,singapore
Mr Bean,dessert,5,1090,singapore
Hei Sushi,japanese,4.8,1099,singapore
Foodelicia,chicken,4.9,916,singapore
Ah Ma Bak Kut Teh,chinese,5,955,singapore
Tai Feng Wei,fried rice,4.9,1992,singapore
SMOL,healthy,4.9,339,singapore
Mondo Mio Italian Restaurant & Wine Bar,pizza,4.9,315,singapore
Char Grill Bar,western,4.9,978,singapore
Go,chicken rice,5,567,singapore
Munmun Street Cafe,singaporean,4.9,175,singapore
The Oyster Bank,rice dishes,4.7,26,singapore
Chai,seafood,5,105,singapore
Roger's,western,4.9,1925,singapore
Crav,asian,4.8,302,singapore
Makisan,sushi,4.9,3106,singapore
,asian,5,523,singapore
Ajmir Briyani,indian,5,293,singapore
Bok's Kitchen,western,5,550,singapore
Moc Quan,vietnamese,4.9,441,singapore
Lao Er Bak Kut Teh,rice dishes,4.9,172,singapore
Bear Baby Mala Hotpot,mala xiang guo,4.9,745,singapore
Hei Sushi,japanese,4.9,1144,singapore
Box N Sticks,japanese,4.9,67,singapore
Fu Jiang Seafood,seafood,4.8,480,singapore
Kwan Tzi Zhai Vegetarian Cuisine,curry,4.9,379,singapore
CHICHA San Chen,bubble tea,4.8,2900,singapore
147 Seafood Steamboat,seafood,4.7,239,singapore
Denzy Gelato,dessert,4.8,81,singapore
Ha,korean,4.9,1031,singapore
Ding Feng Seafood,singaporean,4.9,1079,singapore
The Story Of JOB Granny's Pancake,dessert,5,248,singapore
Subakani Family Streetore,malaysian,5,337,singapore
Ya,indian,5,2209,singapore
Deliz Cafe,middle eastern,4.9,1621,singapore
Tsushima Izahara,japanese,4.9,60,singapore
Dew Station,bubble tea,5,2615,singapore
Udders Ice Cream,dessert,4.8,54,singapore
KL Damansara Chilli Ban Mee,malaysian,4.9,480,singapore
Duke Bakery,bakery,5,595,singapore
Tom Yum Kungfu,thai,4,72,singapore
Thai Village Restaurant,thai,4.9,41,singapore
The Autobus,healthy,5,221,singapore
Yi En Vegetarian,singaporean,4.9,268,singapore
Jiak Mee,noodles,4.9,438,singapore
Charen Thai Kitchen,thai,4.9,2520,singapore
Darbar Express,indian,4.8,93,singapore
Soon Soon Carrot Cake,dim sum ,4.9,347,singapore
Penang Culture,malaysian,4.9,730,singapore
Ah Tan Wings,singaporean,4.8,447,singapore
Syed Cafe,indian,4.9,585,singapore
,chinese,5,819,singapore
Le Shrimp Ramen,ramen,5,558,singapore
Ichiban Bento,japanese,5,1786,singapore
Japanese Fried Chicken Karamasa,japanese,4.7,127,singapore
Terry Katong Laksa,noodles,4.2,65,singapore
Suzuki Gourmet Coffee,coffee,5,69,singapore
Amoy Ban Mian,noodles,4.9,268,singapore
Peach Garden,chinese,4.9,123,singapore
Yakiniku,japanese,4.9,169,singapore
LiHO TEA,beverages,5,1780,singapore
Canton Paradise Noodle & Congee House,chinese,5,2158,singapore
Orh Kee Noodle,noodles,4.8,1254,singapore
Dal,korean,5,155,singapore
38 Seafood,malaysian,4.9,84,singapore
Plank Sourdough Pizza,pizza,4.9,613,singapore
Pondok Pantai Timur,indonesian,5,685,singapore
House Of Ban Mian And Fish Soup,soups,4.9,686,singapore
Aladdin Indian,indian,4.9,758,singapore
Soi 47 Thai Food,thai,4.9,533,singapore
4 Emperor Chicken Rice,asian,4.8,153,singapore
108 Matcha Saro,dessert,4.9,152,singapore
The Bar Station,indian,4.3,146,singapore
777 Fried Hokkien Prawn Noodle,noodles,5,1448,singapore
BBQ Friend,korean,4.9,155,singapore
Honeymill Drinks,beverages,4.9,43,singapore
Yishun 925 Chicken Rice,chicken rice,4.9,678,singapore
Bald Claypot,asian,4.9,329,singapore
Casa Roma,pizza,3.5,45,singapore
T,chinese,4.9,167,singapore
Bedok 85,singaporean,4.6,612,singapore
Chef Recipe,chicken,4.9,917,singapore
Yishun 925 Chicken Rice,chicken rice,5,1208,singapore
Yvonne Vegetarian Pancake,vegetarian,5,209,singapore
Kam Jia Zhuang Seafood,chinese,4.9,695,singapore
Turkish Kebab,middle eastern,4.9,574,singapore
HANGAWI KOREAN FOOD,korean,5,2670,singapore
Julia BBQ,seafood,4.1,780,singapore
Thai Tai,thai,5,3456,singapore
Hui En Vegetarian,chinese,5,980,singapore
AL HAYAT RESTAURANT,indian,4.9,5931,singapore
IVINS Nyonya Specialties,singaporean,4.9,1383,singapore
Chai Original Sliced Fish Soup,seafood,4.7,339,singapore
Ming Xiang Chicken Rice,asian,4.7,357,singapore
Yi Soon LaLa Hotpot by Nature Park Seafood,seafood,4.9,238,singapore
Khansama,indian,4.9,757,singapore
Meat You Here,western,5,119,singapore
Nur Fayidha,indian,4.7,589,singapore
Tanglin Halt Fish Soup,chinese,4.8,781,singapore
Mala Hot Pot,mala xiang guo,4.9,1090,singapore
Sembawang Traditional Claypot Rice,chinese,4.9,1793,singapore
Sedap Corner,chicken rice,4.9,1546,singapore
Sun With Moon Japanese Dining & Cafe,japanese,4.9,158,singapore
Harummanis Teck Whye,malaysian,4.9,9216,singapore
Erbomu Noodles,chinese,4.9,1141,singapore
Little Lazy Lizard,italian,4.5,46,singapore
Katong Teochew Mee Pok Kway Teow Mee,singaporean,4.7,389,singapore
Phoenix Indian Restaurant,indian,4.9,1538,singapore
Dew Station,bubble tea,5,1183,singapore
Hao Sultan Prawn Noodle,noodles,4.9,423,singapore
Uncle Leong Seafood,seafood,4.9,422,singapore
Xing Le Mala Hotpot,chinese,5,1408,singapore
La BBQ Seafood,grill,4.9,741,singapore
Bebek Goreng Pak Ndut,indonesian,5,137,singapore
Korea Japanese Cuisine,korean,4,9,singapore
,dim sum ,4.5,19,singapore
Delicacy Zhu Chao,fried rice,4.8,632,singapore
,soups,4.8,156,singapore
Zhenyi Veggie Place,seafood,5,1621,singapore
Oh My Mango,dessert,5,1087,singapore
Juiceland,beverages,4.9,87,singapore
Twenty Eight Cafe,coffee,4.9,226,singapore
Purple Panda,dessert,4.8,1197,singapore
LiHO TEA,beverages,5,615,singapore
Chef Chicken Rice,chicken rice,4.9,1763,singapore
168 Homemade Wanton Noodles,noodles,4.1,195,singapore
Teng Sheng Korean Cuisine,korean,4.9,383,singapore
BangKok J,seafood,5,667,singapore
Pizza Republic,pizza,4.8,397,singapore
KPT 78 Tze Char,chinese,4.9,1442,singapore
King Of Prawn Noodles,noodles,4.9,758,singapore
Magic Wok Restaurant,thai,4.9,2129,singapore
Han Jia Bak Kut Teh,asian,4.5,116,singapore
Soon Lee Heng Fresh Fruits,dessert,5,444,singapore
The Lawn,western,4.8,312,singapore
Western,western,5,538,singapore
Li Yuan Seafood,seafood,4.8,65,singapore
Ah Chiew Teochew Fishball Noodles,noodles,4.9,1455,singapore
Kaki Corner,chicken,5,342,singapore
Tandoori Corner,indian,5,653,singapore
Al,malaysian,5,2184,singapore
China Square Fried Fish Soup,seafood,4.8,202,singapore
Indian Multi Cuisine Restaurant,indian,4.9,219,singapore
Haq,fried rice,5,1600,singapore
Makan Koryouri,japanese,4.8,21,singapore
Woodlands 888 Rojak,singaporean,4.9,1399,singapore
Little Nonya's Cookies & Cuisines,curry,4.9,11,singapore
Wonder Juice,beverages,4.8,110,singapore
Wu Ming Hainanese Chicken Rice,chicken rice,4.9,1695,singapore
Sunny Korean Cuisine,korean,5,1966,singapore
Hong Ji Claypot Herbal Bak Kut Teh,soups,5,1342,singapore
Hao Lai Ke,chinese,4.9,2278,singapore
Yuan Ji Roasted Delights,chicken,4.9,278,singapore
Wang Dae Bak Pocha,korean,5,838,singapore
Shihlin Taiwan Street Snacks,chicken,5,3630,singapore
Chuang Yi Claypot Delights,rice dishes,4.9,431,singapore
REBEL,sandwiches,4.9,996,singapore
Time's Vege,singaporean,4.9,1501,singapore
Leaf Corner Vegetarian,vegetarian,5,2891,singapore
399 Kitchen,chinese,4.9,547,singapore
Edo Ichi Japanese Cuisine,japanese,5,158,singapore
3 Hainan Chicken Rice,grill,4.9,62,singapore
Canadian Pizza,pizza,5,1682,singapore
Habib & Nazeer Indian Muslim Food,indian,4.9,871,singapore
Sichuan Chef,chinese,4.9,778,singapore
Guzman Y Gomez,mexican,4.9,3086,singapore
Pasta Brava,pasta,4.8,107,singapore
Spice Junction,indian,5,210,singapore
Aaysha Restaurant,indian,4.9,780,singapore
Tsuta,japanese,4.3,97,singapore
Killiney,singaporean,4.9,858,singapore
Zenso thai,thai,4.9,1731,singapore
Whiskit Bakery & Cafe,cakes,4.8,71,singapore
Nasty Cookie,dessert,5,294,singapore
Grounded by Common Man Coffee Roasters,coffee,5,298,singapore
IVINS Peranakan Restaurant,singaporean,4.9,281,singapore
Marmaris Restaurant,middle eastern,4.8,572,singapore
Yes Natural Restaurant,noodles,5,367,singapore
Craze Kitchen,pasta,5,1245,singapore
Amano Ristorante,pizza,4.5,146,singapore
M,malaysian,5,900,singapore
Potato Corner,fries,4.9,253,singapore
Olive Mediterranean & Middle Eastern,wraps,4.8,224,singapore
Hey Long Cha,tea,5,517,singapore
Guo Zai Zhi Jia,chinese,4.7,383,singapore
Hong Kee Villa Hainanese Delicacy,chicken,4.7,1991,singapore
True Veggie,singaporean,5,952,singapore
Tandoor Lounge Indian,indian,4.8,370,singapore
Delibowl Rice Kitchen,chicken,4.9,644,singapore
Fatty Patty Burger and Grill,american,5,248,singapore
Teppei Syokudo,japanese,4.7,319,singapore
Chico Loco Mexican Rotisserie & Bar,mexican,4.9,575,singapore
Alsalam Restaurant,singaporean,4.9,672,singapore
FlagWhite,american,5,218,singapore
D9 Cakery,cakes,4.9,36,singapore
Al,indian,4.9,826,singapore
Chai's Original Sliced Fish Soup,seafood,4.8,643,singapore
Black&White Rojak,singaporean,5,1812,singapore
Mr Prata,roti prata,4.9,3340,singapore
Xing Le Xing Hainanese Chicken Rice,chicken rice,5,2187,singapore
Aunty Rosie Urban Padang,rice dishes,4.9,272,singapore
Nasi Lemak Sedap,nasi lemak,5,790,singapore
L&M Seafood Bukit Batok,chinese,4.9,2423,singapore
Rasa Istimewa Restaurant,fried rice,5,2449,singapore
Stackz,western,4.6,121,singapore
each a cup,bubble tea,5,1881,singapore
Tiffany Caf,asian,4.9,984,singapore
Lucky Seafood Restaurant,chinese,4.9,311,singapore
Yaowarat Thai Kway Chap,thai,5,1709,singapore
The Pack Protein & Salad Bar,healthy,4.9,852,singapore
Hua Zai Frog Porridge & BBQ Seafood,porridge,4.9,1251,singapore
sofi cafe,pizza,4.9,164,singapore
Indian Tandoor,indian,4.8,910,singapore
Tze Char,chinese,4.9,5315,singapore
Beverages,bakery,4.9,267,singapore
Beirut Express,middle eastern,4.8,603,singapore
Aburi,japanese,5,119,singapore
Sushi Express,japanese,4.7,997,singapore
Sanook Kitchen,thai,5,1859,singapore
Cinta Chicken Rice,chicken rice,5,2812,singapore
Kwong Satay,japanese,4.9,478,singapore
La Caf,western,4.9,500,singapore
Fish Mart Sakuraya,japanese,4.9,599,singapore
Tan Ngan Lo Herbal Tea,tea,4.7,124,singapore
UOUO Restaurant,chicken,4.9,150,singapore
Hana Restaurant,japanese,5,18,singapore
Ban Mian & Congee,chinese,4.9,182,singapore
Crystal Jade La Mian Xiao Long Bao,chinese,4.9,466,singapore
Kaffe & Toast,asian,5,91,singapore
Lu Da Jie Economical Bee Hoon Nasi Lemak,nasi lemak,4.8,884,singapore
Al,indian,4.8,552,singapore
Ayam Penyet Ria,indonesian,5,4823,singapore
Hao Lai Wu Seafood,chinese,3.7,1044,singapore
Ibrahim Stall Shenton Way Power,indian,4.9,388,singapore
Al,indian,5,906,singapore
AMK162 Fish Soup,noodles,5,482,singapore
Springleaf Prata Place,roti prata,4.9,5458,singapore
D'life Signature,vegetarian,5,446,singapore
Ya Fu Mini Wok,chinese,4.9,1534,singapore
Western Mahua,noodles,4.9,485,singapore
Yong Le,chinese,4.9,3236,singapore
d,pizza,4.9,108,singapore
Wanyoo Cyber Cafe,tea,4.7,41,singapore
Vegetarian Express Cafe,vegetarian,4.9,784,singapore
Lao Da Mala Xiang Guo,mala xiang guo,5,2755,singapore
Xing Le Mala Hotpot,chinese,4.9,2226,singapore
Hitoyoshi Yoshi Sushi,japanese,4.8,166,singapore
Shanghai Family Restaurant,chinese,4.7,624,singapore
Can't Stop Eating Toast,bakery,4.9,1467,singapore
Teochew Hai Gang Fish Soup,soups,4.9,766,singapore
Crave,nasi lemak,4.9,1940,singapore
Creamier,dessert,5,426,singapore
,noodles,5,400,singapore
,chinese,5,505,singapore
Hua Kee Cooked Food,noodles,4.7,450,singapore
Kapitan,chinese,4.7,86,singapore
Dario Pizza & More,pizza,4.9,396,singapore
Grill Ninety Nine,western,4.9,283,singapore
Don Don Prawn Noodles,asian,4.6,80,singapore
DARBAR North Indian Restaurant,indian,4.7,55,singapore
Killiney Cafe,singaporean,4.8,6,singapore
Yat Ka Yan,singaporean,5,106,singapore
Jia Jia Fishball Noodle,soups,4.9,265,singapore
Frezcha,beverages,4.9,8,singapore
Kim Kee Hainanese Chicken Rice,chicken rice,4.9,594,singapore
Nyonya Curry Puff Cafe,snacks,4.8,69,singapore
Thai Village Restaurant,thai,4.7,20,singapore
Al Madina,indian,4.9,723,singapore
Royal Currie & Bistro,indian,4.7,240,singapore
Nine Fresh,dessert,5,1852,singapore
Buttercake N Cream,cakes,4.8,220,singapore
Workspace Grain,chinese,5,150,singapore
Ah Long Noodle & Soup,noodles,5,614,singapore
The Whale Tea,bubble tea,5,1258,singapore
Kintamani Indonesian Restaurant,indonesian,4.9,489,singapore
L'Entrec,sandwiches,5,35,singapore
Fang Lin Vegetarian,noodles,4.9,548,singapore
Shilixiang Mala Hotpot,chinese,5,1645,singapore
D&Z Satay & Chicken Wing Specialist,asian,4.8,195,singapore
Hong Tang Ma La Tang,soups,4.9,69,singapore
Ichiban Boshi,sushi,5,450,singapore
New Taste,chinese,4.9,2128,singapore
Jin Yuan Dessert,dessert,5,1337,singapore
Mohammed Waseef Indian Food,indian,4.9,398,singapore
The Tree Cafe,western,5,193,singapore
Cool Cup,pancakes and waffles,4.9,304,singapore
Tong Garden Seafood,chinese,4.9,1436,singapore
Haig Road Putu Piring,snacks,5,505,singapore
Formosa Delights,noodles,5,449,singapore
ONALU Bagel Hau,bakery,5,687,singapore
Tenkaichi Japanese BBQ,japanese,4.7,29,singapore
Mr YouTiao Caf,porridge,4.9,620,singapore
Chen Mei Shi Lor Mee,noodles,5,336,singapore
Selegie Soyabean,dessert,5,1377,singapore
Indian Temptation,indian,1.5,116,singapore
Xin Lai Lai Seafood,chinese,4.8,348,singapore
The Cake Shop,cakes,4.5,101,singapore
Chef Kin HK Wanton Noodle,asian,4.9,316,singapore
FX Japanese Korean,seafood,5,339,singapore
Fruits & Juices,beverages,4.8,82,singapore
RITZ'S KITCHEN,asian,4.9,2447,singapore
Yoshinoya,rice dishes,4.9,1257,singapore
Tang Men Chuan Chuan,chinese,3.7,532,singapore
Sushi Express,japanese,5,1121,singapore
Hanis,western,4.9,1312,singapore
Day Night Herbal Soup,soups,5,1117,singapore
Fruit Juice,beverages,4.6,356,singapore
Chix Hot Chicken,burgers,4.9,326,singapore
Tiong Bahru Yong Tao Hu,chinese,4.9,560,singapore
Sakura Family Restaurant,chinese,4.9,1893,singapore
Zaleha Food Corner,malaysian,5,4196,singapore
Miss Tea,bubble tea,5,245,singapore
iTEA,bubble tea,5,812,singapore
Anjappar,indian,4.8,355,singapore
Fayidha Restaurant,singaporean,4.9,2956,singapore
Johnson Duck,chinese,4.7,238,singapore
Yummy Delights,malaysian,5,3588,singapore
Spicy Thai Thai Cafe,thai,4.9,856,singapore
Ah Soon Geylang Lor 29 Fried Hokkien Mee,noodles,4.9,38,singapore
Yes Nasi Kukus,rice dishes,5,1041,singapore
Pig N Whistle,western,4.7,121,singapore
Feng Wei Roasted Delights,singaporean,4.7,329,singapore
My Kitchen,indian,4.7,328,singapore
Fu Zhen Seafood,chinese,4.9,2430,singapore
Kontiki,burgers,4.8,8,singapore
Kazuki,japanese,4.9,369,singapore
TSUJIRI Singapore,japanese,4.9,276,singapore
A,chinese,4.9,2254,singapore
Honey Night,korean,4.9,929,singapore
Man Tang Hong Mala Hot Pot,mala xiang guo,5,177,singapore
Xiao Zhou Korean & Japanese Food,seafood,4.7,1892,singapore
La,chinese,5,551,singapore
Heng,chinese,4.8,373,singapore
Habibie Seafood,seafood,5,2779,singapore
Zijia Yong Tau Foo,chinese,4.7,372,singapore
Chicky Fun Chicken Rice,chicken rice,5,2423,singapore
Guan Lee Sen Seafood Fish,chinese,4.6,130,singapore
Fitri Creations Bakery,cakes,5,2748,singapore
Singapore Zam Zam Restaurant,indian,4.9,2128,singapore
Lechon Republic,filipino,5,1475,singapore
Geylang Lorong 29 BBQ,asian,4.7,119,singapore
BLK 443 CoffeeXpress,noodles,4.8,714,singapore
Sidetrack Coffee Bakes Brunch,mexican,4.9,36,singapore
Uptown Nasi Lemak,chinese,4.9,331,singapore
Nasi Lemak Ayam Taliwang,nasi lemak,5,5003,singapore
Warung Ijo Vegetarian,singaporean,4.9,195,singapore
Ya Fu Mini Wok,chinese,4.9,1139,singapore
Jia Xiang Kitchen,chinese,4.9,324,singapore
Burger Frites,burgers,4.5,85,singapore
Beef King By Yassin Kampung,fried rice,4.6,642,singapore
Fusion Western,western,5,7687,singapore
Chettynad Curry Palace,indian,4.9,322,singapore
Traditional Penang Food,malaysian,4.9,458,singapore
Kovan Market & Food Centre Hawker,singaporean,4.8,2277,singapore
Ah Tiam Curry Rice,curry,5,515,singapore
Selera Tiga Puteri,malaysian,4.9,345,singapore
Pallakkouly shireen rizwana shanton way Muslim food,malaysian,5,886,singapore
Tartini Grill & Pasta,western,4.8,328,singapore
Faith & Aaron Mini Hotpot,singaporean,5,89,singapore
House Of Heng,noodles,4.8,1836,singapore
KL Traditional Chilli Ban Mee,noodles,4.9,683,singapore
Jin Yu Man Tang,dessert,4.9,1388,singapore
Sarawak Kolo Mee Skll,soups,4.9,351,singapore
Tenderfresh Xpress,western,5,9718,singapore
Hao Jia Ban Mian,chinese,4.8,218,singapore
Xiao Lao Ban Xiang Guo,curry,4.9,202,singapore
Bakersmith,cakes,4.6,274,singapore
Desserts,dessert,4.9,389,singapore
Goodfellas Bar & Grill,western,4.7,307,singapore
4Fingers Crispy Chicken,fried chicken,4.9,2970,singapore
Ten Points Porridge,porridge,4.9,2316,singapore
Uncle Fatt,fried rice,5,61,singapore
6 Letter Coffee,western,4.9,537,singapore
Yong Ji Dim Sum,dim sum ,4.9,533,singapore
Go,chicken rice,4.9,902,singapore
Foodie Cuisine,western,4.9,412,singapore
Yol,dessert,5,618,singapore
Teck Ee Seafood Fish Head Steamboat,chinese,4.9,493,singapore
Pok Pok Thai Kitchen,thai,4.9,871,singapore
Jing Hua,chinese,4.9,556,singapore
SRP Indian Muslim Food,indian,4.8,1187,singapore
BOMBAY GRILL Authentic Indian Restaurant,indian,4.7,517,singapore
The A,dessert,4.8,912,singapore
Poh Cheu Kitchen,noodles,5,110,singapore
Wong Chiew Restaurant,chinese,4.6,824,singapore
Ka Ka Japanese Curry House,curry,4.9,369,singapore
Fruits & Fruit Juice,singaporean,5,43,singapore
Man Tang Hong Mala Hot Pot,mala xiang guo,4.9,44,singapore
Handlebar,american,4.9,80,singapore
Bruno's Pizzeria & Grill,pizza,4.9,496,singapore
Pilipino Cafe,filipino,4.1,85,singapore
The Larder Cafe,singaporean,4.9,514,singapore
Tasty Hut Fresh Fruit & Juice,beverages,4.9,451,singapore
Tang Pin,soups,4.9,86,singapore
Seafood Streetall At 475,western,3.5,226,singapore
Big World 3 Fry,chinese,4.9,724,singapore
The Original Kitchen 1971,noodles,4.9,100,singapore
Ichiban Sushi,sushi,5,1480,singapore
Tea Tree Cafe,beverages,5,1527,singapore
Lam's Noodle & Salt Baked Chicken,singaporean,4.9,1439,singapore
Yan Lai Ju,chinese,4.9,24,singapore
Komala,indian,4.8,119,singapore
Super Simple,salads,4.9,414,singapore
Full Feast Seafood,seafood,4.5,237,singapore
Wendy Vegetarian Pancake,vegetarian,4.8,133,singapore
Man Man Mala Xiang Guo,mala xiang guo,4.7,1057,singapore
Manchurian Club Restaurant & Bar,chinese,4.7,323,singapore
Lao Hero Kitchen,chinese,4.9,542,singapore
Mr,malaysian,4.9,612,singapore
Ieat Mini Wok,chinese,4.9,3172,singapore
Doughnut Shack,bakery,4.9,354,singapore
Traditional Sarawak Kolo Mee,noodles,4.9,575,singapore
Pontian Wanton Noodle,noodles,4.8,496,singapore
Western Food,western,4.9,1155,singapore
NeNe Chicken,chicken,5,1736,singapore
Juz Scooop,cakes,4.9,237,singapore
Heng Heng Seafood,noodles,4.9,105,singapore
Camaca,cakes,4.7,26,singapore
Hey Long Cha,tea,4.9,268,singapore
Khansama,indian,4.8,2116,singapore
Delight Gourmet Seafood,seafood,4.8,591,singapore
Tian Fu Ren Jia,chinese,5,1690,singapore
Zhong Tai,chinese,4.8,506,singapore
E & D,western,5,1285,singapore
333 Bak Kut Teh,rice dishes,4.9,419,singapore
Ah Fang Yu Tang Ban Mian,noodles,4.9,721,singapore
D'star Bistro,pizza,4.7,59,singapore
Tiong Bahru Bakery,bakery,5,434,singapore
Sin Ming Roti Prata,sandwiches,4.8,381,singapore
Mei Shi Cheng Congee,porridge,4.9,1297,singapore
Faith Nasi Lemak,singaporean,5,1289,singapore
Shaik Abdul Kadir Al,indian,4.9,3957,singapore
iTEA,bubble tea,5,1095,singapore
Hongkong Beef King,noodles,5,473,singapore
Sushiro,japanese,4.8,335,singapore
Chic,fried chicken,5,800,singapore
Xing Ji Braised Duck Chicken & Kway Chap,chicken,4.9,156,singapore
See Mee Again,chinese,5,796,singapore
Lu Da Jie Economical Bee Hoon Nasi Lemak,nasi lemak,5,563,singapore
Niu B Noodles,chinese,5,696,singapore
Wan Chai Hong Kong Tea Room,chinese,4.8,391,singapore
Ivan's Carbina,japanese,5,988,singapore
Divine Realm Vegetarian Restaurant,vegetarian,5,2890,singapore
Bumble Tea,beverages,5,1340,singapore
JJ Japanese Cuisine,japanese,4.9,789,singapore
328 Katong Laksa,noodles,4.9,1805,singapore
AL HAYAT Indian Muslim Food,indian,4.2,1009,singapore
Kai Xuan Chicken Rice,chicken rice,4.9,330,singapore
Danny Oppa's Korean & Japanese Cuisine,korean,4.8,449,singapore
Food Yo Cafe,chinese,4.9,1048,singapore
Lucky Seafood Restaurant,chinese,4.9,473,singapore
Red House Japanese Food,seafood,4.9,275,singapore
Mackenzie Rex Restaurant,chicken,5,4090,singapore
Lau Kee Ban Mian Seafood Soup,soups,5,46,singapore
Sabio By The Sea,western,4.4,22,singapore
Tapas Club,mediterranean,4.3,34,singapore
Al Falah Barakah Restaurant,indian,4.8,420,singapore
Thai Makan By Thai Dynasty,thai,5,2208,singapore
Siang Hee Seafood,chinese,4.9,192,singapore
Super Dario Lasagne,italian,5,383,singapore
MacKenzie Rex Restaurant,malaysian,5,2972,singapore
The Ramen House,japanese,4.9,630,singapore
Shen & Co,western,5,113,singapore
Abang Recipes,singaporean,5,1923,singapore
Big Mouth Mala Hot Pot,chinese,4.8,1739,singapore
Layang Delight Eating House,chicken,4.9,502,singapore
Shu Liu Xiang,chinese,4.3,7,singapore
90's Chef Western,chicken,4.9,1656,singapore
Singyi Seafood Garden,chinese,4.8,948,singapore
Local Delights,noodles,4.9,2686,singapore
Wang Caifan,singaporean,5,388,singapore
BLVD,pizza,4.7,91,singapore
The Gyu Bar,japanese,5,103,singapore
Belli Cafe,wraps,4.7,96,singapore
Qiyin Teochew Minced Meat Noodle,noodles,4.5,98,singapore
Chow Zan,dessert,5,366,singapore
Joyful Seafood,seafood,4.9,1684,singapore
AWADH Royal Indian Lucknawi Cusine,indian,4.1,157,singapore
Selegie Soyabean,dessert,5,2625,singapore
Yummy Kitchen Tze Char,chinese,5,325,singapore
Flavours by Saute,vegetarian,5,585,singapore
Ichiban Sushi,sushi,5,1260,singapore
Oven Recipes,cakes,5,301,singapore
Fei Ji Claypot,singaporean,4.8,695,singapore
Al,indian,4.8,2697,singapore
Tango Restaurant,pasta,4.8,96,singapore
Soi 47 Thai Food,thai,4.9,571,singapore
Eday Western,western,4.9,728,singapore
Boon Kee Fishball Noodle & Laksa Since 1976,noodles,4.9,820,singapore
Naziha West Coast,malaysian,5,779,singapore
NUNSARAM,korean,5,652,singapore
Poke Theory,rice dishes,4.9,1527,singapore
Thye Guan Fragrant Hot Pot,mala xiang guo,4.8,1309,singapore
White Restaurant,noodles,5,757,singapore
Little Myanmar,indian,4.8,131,singapore
Hao Tian,soups,4.9,493,singapore
Dum Pukht Grill & Curry,indian,3.9,68,singapore
Mr Teh Tarik Express,indian,5,1810,singapore
Popular Food Japanese & Korean Cuisine,japanese,5,1379,singapore
The Coffee Affaire,coffee,4.2,6,singapore
JOFA Meepok,asian,4.9,33,singapore
Mr,fried rice,5,511,singapore
Lu Heng Kee,noodles,4.8,6,singapore
Beef King by Yassin Kampung,fried rice,3.7,8,singapore
Sushiro,japanese,5,90,singapore
Don Lechon,filipino,5,88,singapore
AhThuy Wanton Noodles,asian,4.7,10,singapore
Peng You Quan Mei Shi,chinese,5,105,singapore
Charming Taipei Taiwanese Tea House,asian,4.9,25,singapore
Ciao Bella,pasta,4.1,66,singapore
MaNNA Grill n Pasta,american,4.9,8,singapore
PaperBakes,western,5,117,singapore
Soso Hainanese Chicken Rice,asian,4.8,23,singapore
Yong Ji Klang Bak Kut Teh,malaysian,4.5,17,singapore
J,dessert,5,687,singapore
Original Greens,vegetarian,4.8,7,singapore
Ma Ma Thai House,thai,4.5,44,singapore
Duke Bakery,bakery,5,167,singapore
Domino's Pizza,pizza,4,217,singapore
KOI Th,bubble tea,5,424,singapore
Western Boy Express,pasta,5,426,singapore
Shaikh Hydrabadi Kebab Curry and Biryani Special,indian,1.1,17,singapore
Jia Xiang Wei Braised Chicken Rice,singaporean,4.9,148,singapore
Gui Hua Ban Mian,noodles,5,366,singapore
Tong Chun Mala Hotpot,chinese,4.9,90,singapore
House Of Pasta,pasta,4.9,16,singapore
SaladStop,healthy,4.9,198,singapore
Auntie Jessie Rojak,indonesian,5,132,singapore
Danny Oppa's Korean & Japanese Cuisine,korean,4.9,11,singapore
S,coffee,4.6,44,singapore
Oatberry Cafe,dessert,4.9,74,singapore
Nature Cafe,vegetarian,4.9,9,singapore
Tapas 24,mediterranean,4.9,26,singapore
Hyderabad Bawarchi North Indian Cuisine,indian,4.7,43,singapore
D'PENYETZ DOWNTOWN EAST,indonesian,5,33,singapore
Founder Bak Kut Teh,soups,4.9,137,singapore
Habib's Rojak,snacks,4.9,23,singapore
Aladdin's Castle Dine by ABC,indian,5,39,singapore
Vietnam Kitchen,vietnamese,4.8,19,singapore
Nan Yang Dao,malaysian,4.6,21,singapore
